title,price,link,highlight
American Bass XFL-1244 XFL 12-inch Subwoofer 1000 Watt RMS / 2000 Watt Max Dual ...,"ETB 31631
",https://www.ubuy.et/en/product/22W4SC0Q-american-bass-usa-xfl-1244-2000w-max-dual-4-12-subwoofer,existing
Alpen Kodiak 10x42 Waterproof Binoculars,"ETB 24023
",https://www.ubuy.et/en/product/OVK8J8M-alpen-kodiak-10x42-binoculars-waterproof-with,existing
Sony Alpha 7C Full-Frame Compact Mirrorless Camera Kit - Silver ILCE7CL/S,"ETB 263828
278759

",https://www.ubuy.et/en/product/1YXGQ56-sony-alpha-7c-full-frame-compact-mirrorless-camera-kit-silver-ilce7cl-s,existing
Double Din Car Stereo Compatible with Voice Control Apple Carplay - 7 Inch HD LCD ...,"ETB 21095
24023

",https://www.ubuy.et/en/product/2ZC8IQ6-double-din-car-stereo-compatible-with-voice-control-apple-carplay-7-inch-hd-lcd-touchscreen-monitor-bluetooth-subwoofer-usb-sd-port-a-v-input-am-fm-ca,existing
"1MORE PistonBuds Bluetooth Headphone 5.0 with 4 Built-in Mics ENC for Clear Call, ...","ETB 7919
",https://www.ubuy.et/en/product/5RVW2C-1more-true-wireless-earbuds-bluetooth-in-ear-headphones-4-enc-microphones-and-dnn-algorithm-for-clear-call-20h-playtime-waterproof-stereo-earphones-fo,existing
"PCIe SATA Card 4 Port,PCI Express to SATA 3.0 Ports Expansion Controller Boot as ...","ETB 4259
",https://www.ubuy.et/en/product/337C7I8-pcie-sata-card-4-port-marvell-9215-non-raid-6gbps-pci-express-to-sata-3-0-ports-expansion-controller-boot-as-system-disk-for-desktop-pc-support-ssd-an,existing
New Remote Control Replacement for Samsung AA59-00666A Remote,"ETB 1590
",https://www.ubuy.et/en/product/FOPLAETG-new-remote-control-replacement-for-samsung-aa59-00666a-remote,existing
"2021 HP Pavilion Gaming Desktop Computer, AMD Ryzen 5 3500 Processor, 8GB RAM, ...","ETB 106008
",https://www.ubuy.et/en/product/2COM2S0-2021-newest-hp-pavilion-gaming-desktop-computer-amd-6-core-ryzen-5-3500-processor-beat-i5-9400-upto-4-1ghz-geforce-gtx-1650-super-4-gb-8gb-ram-256gb-p,existing
"HP 15 Laptop, 15.6"" HD Display, Intel Core I5-8265U, Intel UHD Graphics, 8GB, 256GB ...","ETB 54183
57210

",https://www.ubuy.et/en/product/H30ZU2Y-hp-15-laptop-15-6-hd-display-intel-core-i5-8265u-intel-uhd-graphics-8gb-256gb-ssd-natural-silver,existing
Corsair RM850x White Series Full Modular 80PLUS Gold ATX Power Supply Unit - White,"ETB 47302
",https://www.ubuy.et/en/product/DSL1LTC-corsair-rm850x-white-series-full-modular-80plus-gold-atx-power-supply-unit-white,existing
"Rii RM200 Wireless Mouse,2.4G Wireless Mouse 5 Buttons Rechargeable RGB Wireless ...","ETB 2063
",https://www.ubuy.et/en/product/1TWK2CW-rii-rm200-wireless-mouse-2-4g-wireless-mouse-5-buttons-rechargeable-mobile-optical-mouse-with-usb-nano-receiver-3-adjustable-dpi-levels-colorful-led-l,existing
"Noctua NF-P12 redux-1300, Quiet Fan, 3-Pin, 1300 RPM 120mm, Grey","ETB 2789
",https://www.ubuy.et/en/product/37FWZXK-noctua-nf-p12-redux-1300-quiet-fan-3-pin-1300-rpm-120mm-grey,existing
YMDK 96 84 ANSI ISO Keyset OEM Profile Thick PBT Keycap Set for Cherry MX ...,"ETB 4524
",https://www.ubuy.et/en/product/3QFMEMU-ymdk-96-84-ansi-iso-keyset-oem-profile-thick-pbt-keycap-set-for-cherry-mx-mechanical-keyboard-ymd96-rs96-kbd75-ymd75-fc980m-white-gray-red-only-keycap,existing
Seagate ST2000LX001 FireCuda 2TB Solid State Hybrid Drive Performance SSHD 2.5 ...,"ETB 22366
",https://www.ubuy.et/en/product/1VQP2P2-seagate-st2000lx001-firecuda-2tb-solid-state-hybrid-drive-performance-sshd-2-5-inch-sata-6gb-s-flash-accelerated-for-gaming-pc-laptop,existing
Crucial RAM 8GB DDR4 2666 MHz CL19 Desktop Memory CT8G4DFRA266,"ETB 3966
5284

",https://www.ubuy.et/en/product/2MMSJPC-crucial-ram-8gb-ddr4-2666-mhz-cl19-desktop-memory-ct8g4dfra266,existing
"COMeap PCIe Cable for Corsair, ATX CPU 8 Pin Male to Dual PCIe 8 Pin 6+2 Male Power ...","ETB 2502
",https://www.ubuy.et/en/product/3PDOHGW-comeap-atx-cpu-8-pin-male-to-dual-pcie-2x-8-pin-6-2-male-power-adapter-cable-for-corsair-modular-power-supply-25-inch-9-inch-63cm-23cm,existing
"ASUS TUF Gaming VG279QM 27 HDR Monitor, 1080P Full HD 1920 x 1080, Fast IPS, ...","ETB 31198
41446

",https://www.ubuy.et/en/product/35QOCEG-asus-tuf-gaming-vg279qm-27-hdr-monitor-1080p-full-hd-1920-x-1080-fast-ips-280hz-g-sync-compatible-extreme-low-motion-blur-sync-elmb-sync-1ms-displayhd,existing
PowerSource 65W 45W UL Listed Laptop Charger for Dell-Inspiron Latitude 15-3000 ...,"ETB 4988
5281

",https://www.ubuy.et/en/product/2Z64DY2-powersource-65w-45w-ul-listed-charger-for-dell-inspiron-15-3000-15-5000-15-7000-11-3000-13-5000-13-7000-17-5000-xps-13-series-5559-5558-5755-5758-14-f,existing
Sapphire 11304-03-20G Pulse AMD Radeon RX 6800 XT PCIe 4.0 Gaming Graphics Card ...,"ETB 96078
103079

",https://www.ubuy.et/en/product/158YTZGO8-sapphire-11304-03-20g-pulse-amd-radeon-rx-6800-xt-pcie-4-0-gaming-graphics-card-with-16gb-gddr6,existing
"Motorcycle Helmet Bluetooth Headset,TCOM VB with Music Sharing 2-Riders 800M ...","ETB 8944
",https://www.ubuy.et/en/product/3JCOWB4-freedconn-motorcycle-helmet-communication-systems-helmet-bluetooth-intercom-with-soft-headset-for-full-face-and-integral-motorbike-helmet-fm-radio-han,existing
Fujifilm Instax Mini 11 Instant Camera Lilac Purple + Custom Case + Fuji Instax ...,"ETB 23285
",https://www.ubuy.et/en/product/2KCM33W-fujifilm-instax-mini-11-instant-camera-lilac-purple-custom-case-fuji-instax-film-value-pack-50-sheets-flamingo-designer-photo-album-for-fuji-instax-mi,existing
"BESTISAN Bookshelf Speakers, Powered Bluetooth Speakers with RCA Input and Sub ...","ETB 12750
",https://www.ubuy.et/en/product/4PF80M2-bookshelf-speakers-bestisan-powered-bluetooth-bookshelf-speakers-optical-input-wireless-studio-monitors-4-inch-near-field-speaker-50w-rms-wood-grain-2,existing
Bluboon School Backpack Set Girls Womens Laptop Bookbag Casual Daypack Fits 15 inch ...,"ETB 4405
",https://www.ubuy.et/en/product/1QHO57TM-bluboon-school-backpack-set-teen-girls-bookbags-15-inches-laptop-backpack-kids-lunch-tote-bag-clutch,existing
"SYNCO G1A1 Wireless Lavalier Microphone System, Noise Cancellation, 150m ...","ETB 10702
",https://www.ubuy.et/en/product/BZ64PW0-official-synco-g1-a1-wireless-lavalier-microphone-system-2-4ghz-lapel-mic-transmitter-with-receiver-with-low-cut-filter-function-for-dslr-mirrorless-c,existing
"Epson EpiqVision Ultra Short Throw LS300 3LCD Smart Laser Projector, 3600 Lumens ...","ETB 278621
293399

",https://www.ubuy.et/en/product/2F6H5FK-epson-epiqvision-ultra-ls300-smart-streaming-laser-ultra-short-throw-projector-with-hdr-and-android-tv-white,existing
Stern Pad Jumbo Black - Screwless Transducer/Acc. Mounting Kit for Large 3D Scan ...,"ETB 7187
7919

",https://www.ubuy.et/en/product/3RQU4RA-plug-pads-stern-pad-jumbo-black-screwless-transducer-acc-mounting-kit-for-large-3d-scan-transducers,existing
"ATKey.Pro - FIDO2 Certified Security Key, USB Fingerprint authenticaiton USB-A ...","ETB 9238
",https://www.ubuy.et/en/product/C133JZK-authentrend-atkey-pro-usb-c-fingerprint-security-key-for-windows-hello-azure-ad-fido-u2f-fido2-authentication-broadcom-bio-safe-integration-works-with,existing
Dayton Audio DAEX25Q-4 Quad Feet 25mm Exciter 20W 4 Ohm,"ETB 3493
",https://www.ubuy.et/en/product/1CV8V81W-dayton-audio-daex25q-4-quad-feet-25mm-exciter-20w-4-ohm,existing
HiLetgo ESP32 OLED WiFi Kit V3 Type-C ESP-32 0.96 Inch Blue OLED Display ...,"ETB 3366
",https://www.ubuy.et/en/product/2Z6JFWO-hiletgo-esp32-oled-wifi-kit-esp-32-0-96-inch-blue-oled-display-wifi-bluetooth-cp2012-internet-development-board-for-arduino-esp8266-nodemcu,existing
"BXX Replacement Battery for Steelseries 160240, 61298RX, Arctis Pro Wireless, H ...","ETB 2795
",https://www.ubuy.et/en/product/5A9D9XJOY-bxx-replacement-battery-for-steelseries-160240-61298rx-arctis-pro-wireless-h-wireless-gaming-headset-siberia-800-siberia-840-900mah-3-7v,existing
Accessory USA AC DC Adapter for LifeSpan Fitness R3 & C3 Recumbent Exercise Bike ...,"ETB 4845
",https://www.ubuy.et/en/product/79ODOBNOQ-accessory-usa-ac-dc-adapter-for-lifespan-fitness-r3-c3-recumbent-exercise-bike-life-span-power-supply-cord,existing
HK-Part Fan for MSI GF65 Thin CPU+GPU Cooling Fan Heatsink,"ETB 12677
",https://www.ubuy.et/en/product/79PZ4PLM0-hk-part-fan-for-msi-gf65-thin-cpu-gpu-cooling-fan-heatsink,existing
"PwrON 5V Power Supply Adapter for Cisco IP Phones SPA500, 501G, 508G, CP500, ...","ETB 2502
",https://www.ubuy.et/en/product/10GUPJ1S-pwron-5v-power-supply-adapter-for-cisco-ip-phones-spa500-501g-508g-cp500-spa900-spa504g-spa303-spa92,existing
SilverStone Technology Air Slimmer 120 Enhanced Performance 120mm Slim Fan with ...,"ETB 3748
",https://www.ubuy.et/en/product/79SYZIB7M-silverstone-technology-air-slimmer-120-enhanced-performance-120mm-slim-fan-with-full-range-pwm-sst-as120b,existing
19V 3.42A 65W 3.5 * 1.35mm Laptop Charger for FUJITSU U772 UH572 ADP-65MD B ...,"ETB 5868
",https://www.ubuy.et/en/product/1NH03DTPU-19v-3-42a-65w-3-51-35mm-laptop-charger-for-fujitsu-u772-uh572-adp-65md-b-lifebook-sh771-slim-ac-adapter,existing
"Sony WH-1000XM5 Wireless Industry Leading Noise Canceling Headphones, Black Bundle ...","ETB 48911
",https://www.ubuy.et/en/product/7A3IVDR9Y-sony-wh-1000xm5-wireless-industry-leading-noise-canceling-headphones-black-bundle-with-deco-gear-wood-headphone-display-stand-and-protective-travel,existing
HDMI Matrix ARC 4 In 2 Out 4K HDR EDID 4K7.1/5.1/COPY Switch with SPDIF L/R Audio ...,"ETB 16117
",https://www.ubuy.et/en/product/7A40RQG3C-hdmi-matrix-arc-cec-4-in-2-out-4k-hdr-10-atmos-spdif-l-r-edid-hdmi-down-scaler-4k-1080p-sync-d-o-l-b-y-vision-atmos-sync-hdmi-switch-4x2-hdcp2-2,existing
"Pad Tripod Mount Adapter w Rotatable Cold Shoe,1/4"" &3/8"" Screw, Acra Swiss ...","ETB 5137
",https://www.ubuy.et/en/product/7ANMXTVWY-arnarkok-pad-tripod-mount-adapter-w-rotatable-cold-shoe-1-4-3-8-screw-acra-swiss-mounts-all-metal-ipad-holder-for-tripod-tablet,existing
Tempered Glass For MAGCH M210 M101 L21 / for Feonal MEIZE ZONKO K116 K118 / ...,"ETB 2356
",https://www.ubuy.et/en/product/7B2Q1PPX2-soatuto-tempered-glass-for-magch-m210-m101-x10-l21-for-feonal-meize-zonko-k116-k118-xiashuanghu-rs10-kaktin-10-inch-tablet-hd-clear-screen-film-anti-s,new
Kinmac 360 Protective Waterproof PU Leather Laptop Shoulder Messenger Sleeve ...,"ETB 3966
",https://www.ubuy.et/en/product/48AU2KMDM-kinmac-360-protective-waterproof-canvas-laptop-shoulder-messenger-sleeve-briefcase-case-bag-13-inch-14-inch-coffee-pu,new
DC 12V Power Supply Adapter 5A 4 Channel Din-Rail Mounting Distribution Power for ...,"ETB 3439
",https://www.ubuy.et/en/product/4XE5IC69C-centropower-dc-power-adapter-12v-5a-4-channel-din-rail-mounting-distribution-power-for-cctv-security-camera-with-ptc-fuse,new
"AWEI A950BL ANC Active Noise Cancelling Wireless Bluetooth Headphones, Stereo ...","ETB 22632
",https://www.ubuy.et/en/product/7BNCQYNZ4-awei-a950bl-anc-active-noise-cancelling-wireless-bluetooth-headphones-stereo-headphones-wireless-wired-switch-stereo-high-sound-quality-clear,new
"10.1"" Screen Replacement for Huawei MediaPad M5 Lite LTE 10 BAH2-L09 BAH2-L09C ...","ETB 4442
",https://www.ubuy.et/en/product/416KCJTAA-10-1-screen-replacement-for-huawei-mediapad-m5-lite-lte-10-bah2-l09-bah2-l09c-bach2-l09c-bach2-w19c-touch-screen-digitizer-sensor-full-glass,existing
"Keyboard Cover for 16"" LG Gram 16Z90S 16Z90SP 16T90SP 16Z90Q 16Z90P 16Z90R 16T90R ...","ETB 1726
",https://www.ubuy.et/en/product/79PFTHH8Y-keyboard-cover-for-2022-2021-14-lg-gram-14z90p-14t90p-14z90q-14t90q-laptop-lg-gram-14t90q-14z90q-14z90p-14t90p-accesseries-gram-14t90q-14z90q,existing
"32GB USB Flash Drive 1PCS, EASTBULL USB 2.0 Thumb Drive Swivel USB Stick Memory ...","ETB 1770
",https://www.ubuy.et/en/product/1G9PGZ2R4-32gb-usb-flash-drive-1pcs-eastbull-usb-2-0-thumb-drive-swivel-usb-stick-memory-stick-metal-pen-drive-black,existing
"HP 17 Laptop, 17.3"" HD+ Touchscreen, Intel Core i7-1255U Processor, 64GB RAM, 1TB ...","ETB 124894
138508

",https://www.ubuy.et/en/product/4WR8ZANQ4-newest-hp-17z-laptop-17-3-x27-x27-hd-touchscreen-intel-core-i7-1165g7-processor-64gb-ddr4-ram-1tb-pcie-nvme-ssd-wi-fi-6-backlit-keyboard,existing
"2.0M Replacement Audio Cable Compatible with Astro A40 A40TR Gaming Headset, Inline ...","ETB 2498
",https://www.ubuy.et/en/product/7A2XJIF54-mqdith-2-0m-replacement-audio-cable-compatible-with-astro-a40-a40tr-gaming-headset-inline-mute-wire-and-no-volume-control-cord-nylone-cord,existing
"REXUS RCA Connector Audio Cable Male to 2 Famale 1 feet2 Pack, RCA Stereo Audio ...","ETB 1917
",https://www.ubuy.et/en/product/7A3J2JCRI-rexus-rca-connector-audio-cable-male-to-2-famale-1-feet-2-pack-rca-stereo-audio-y-adapter-splitter-cable-hi-fi-sound-gold-plated-copper,existing
"Cartoon Case Compatible with Apple AirPods Pro Anime, Fun Cute Kawaii Protective ...","ETB 2063
",https://www.ubuy.et/en/product/7A40RC838-cartoon-case-compatible-with-apple-airpods-pro-anime-fun-cute-kawaii-protective-case-anti-fall-headphone-case-for-airpod-pro-case-cover-airpods-pro,existing
Remote Control for JVC KW-V940BWM KW-M14 KW-M24BT KW-V340BT KW-V520BT KW-V230BT ...,"ETB 2933
",https://www.ubuy.et/en/product/7ADNZJFOO-szhkhxd-remote-control-for-jvc-kw-v940bwm-kw-m14-kw-m24bt-kw-v340bt-kw-v520bt-kw-v230bt-kw-v235dbt-kw-v330bt-kw-v630bt-kw-v31bt-monitor-car-multimedia,existing
UpBright Car DC Adapter Compatible with PAXCESS Tegenerator-01 100W Portable Solar ...,"ETB 3218
",https://www.ubuy.et/en/product/7APSFO26U-upbright-car-dc-adapter-compatible-with-paxcess-tegenerator-01-100w-portable-solar-generator-power-station-40800mah-150wh-cpap-battery-pack-coolis,existing
FNB-83 FNB-V94 Battery FNB-V57 Replacement Battery [ Upgraded ] for YAESU VERTEX ...,"ETB 3381
",https://www.ubuy.et/en/product/7AQGCWU10-fnb-v94-battery-fnb-94-replacement-battery-upgraded-for-yaesu-vertex-standard-vx-110-vx-120-vx-127-vx-150-vx-160-vx-168-vx-170-vx-177-vx-180,existing
Hard Case Compatible for TOZO T12 Pro Earbuds Bluetooth Headphones,"ETB 1915
",https://www.ubuy.et/en/product/7AST6O7T2-fitsand-hard-case-compatible-for-tozo-t12-pro-earbuds-bluetooth-headphones,existing
Visionis FPC-6136 Two Doors Access Control for Inswing Electric 1200lbs Mag Lock ...,"ETB 86927
",https://www.ubuy.et/en/product/7ASTA6R60-visionis-fpc-6136-two-doors-access-control-for-inswing-electric-1200lbs-mag-lock-time-attendance-tcp-ip-wiegand-controller-box-black-indoor-outdoor,existing
"Lee Filters Starter 2 Filter Set, Foundation Kit with 4x6"" 0.6 Neutral Density ...","ETB 22560
",https://www.ubuy.et/en/product/3PBMPM1YI-lee-filters-starter-2-filter-set-foundation-kit-with-4x6-0-6-neutral-density-resin-filter-graduated-coral-3-resin-filter-cleaning-cloth-and,existing
"Precision 1.85 mm Female to 1.85 mm Female Microwave Adapter, DC to 67 GHz, 50 Ohm, ...","ETB 29440
",https://www.ubuy.et/en/product/1BS260MNY-withwave-s-precision-1-85-mm-female-to-1-85-mm-female-microwave-adapter-dc-to-67-ghz-50-ohm-stainless-steel-body-5g-wireless-communication,existing
"Cameron Sino Battery for Carestream DRX-1, DRX-1 System Flat Panel Digita, DRX-1 ...","ETB 39044
",https://www.ubuy.et/en/product/7B2UBGQC4-cameron-sino-battery-for-carestream-drx-1-drx-1-system-flat-panel-digita-drx-1-system-flat-panel-digita-pn-carestream-1001163-441400052-8g5132,existing
InnoView 2PCS 1080P Portable Monitors 15.6'' Black & 15.6'' Silver 1080P FHD ...,"ETB 21095
",https://www.ubuy.et/en/product/79HWSP03U-portable-monitor-bundle-innoview-15-8-x27-x27-black-15-6-x27-x27-silver-1080p-fhd-external-screen-ips-hdr-usb-c-hdmi-gaming-monitor,existing
"etguuds USB to USB C Cable 2ft, 2-Pack USB A to Type C Charger Cord Fast Charging ...","ETB 1624
",https://www.ubuy.et/en/product/7AZ96VLCA-2-pack-2ft-usb-c-cable-3a-fast-charge-etguuds-usb-a-to-type-c-charger-cord-braided-compatible-with-samsung-galaxy-s22-s21-s20-ultra-s10-s10e-s9,existing
"Godox Lux Junior Retro Camera Flash, GN12 with 7 Levels Flash Power, CCT 6000K 200K ...","ETB 10702
",https://www.ubuy.et/en/product/7AZA76IDU-godox-lux-junior-retro-camera-flash-gn12-with-7-levels-flash-power-cct-6000k-200k-with-s1-s2-optical-control-for-fuji-for-canon-for-nikon?ref=list-sc,existing
KOOBOOK 2Pcs MCP2515 CAN Bus Shield Controller Expansion Board Development Board ...,"ETB 3952
",https://www.ubuy.et/en/product/1ZYDZERM-koobook-2pcs-mcp2515-can-bus-shield-controller-expansion-board-development-board-spi-interface-commu,existing
"Garmin DriveCam 76, Large, Easy-to-Read 7 GPS car Navigator, Built-in Dash Cam, ...","ETB 51839
66479

",https://www.ubuy.et/en/product/7A3J4PVB2-garmin-drivecam-76-large-easy-to-read-7-gps-car-navigator-built-in-dash-cam-automatic-incident-detection-high-resolution-birdseye-satellite,existing
Dolgix 2GB DDR3 1333MHz PC3-10600 Desktop RAM Module 1.5V 240-Pin Memory Upgrade,"ETB 2734
",https://www.ubuy.et/en/product/1JBP87VFW-dolgix-2gb-ddr3-1333mhz-pc3-10600-desktop-ram-module-1-5v-240-pin-memory-upgrade,existing
StarTech.com 1x USB 3.0 to Dual HDMI Adapter - 4K 30Hz - Windows USB32HD2 Bundle ...,"ETB 9289
",https://www.ubuy.et/en/product/1ASBEE3IG-startech-com-1x-usb-3-0-to-dual-hdmi-adapter-4k-30hz-windows-usb32hd2-bundle-with-2x-2m-high-speed-hdmi-cables-uhd-4k-x-2k-hdmm2m,existing
PS2 SATA Interface Network Adapter HDD Hard Disk for SonyPS2 with 16MB FMCB V1.966 ...,"ETB 5316
",https://www.ubuy.et/en/product/7BDAPTHCK-sata-interface-network-adaptor-for-ps2-game-console-with-16mb-fmcb-v1-966-memory-card-free-mcboot-hdd-hard-disk-adapter-plug-and-play-anti,existing
"ISSUNTEX 5X7 ft Background Muslin Backdrop, Photo Studio, Collapsible High Density ...","ETB 4405
",https://www.ubuy.et/en/product/404UHAMAG-issuntex-5x7-ft-background-muslin-backdrop-photo-studio-collapsible-high-density-screen-for-video-photography-and-television-black-white,existing
"Youkamoo 4.4mm Balanced Headphone Replacement Cable Compatible for Hifiman Sundara, ...","ETB 3602
3894

",https://www.ubuy.et/en/product/5C851H6JG-youkamoo-4-4mm-balanced-headphone-replacement-cable-compatible-for-hifiman-he4xx-he-400i-8-core-braided-silver-plated-headphone-upgrade-cable-dual,existing
NHOPEEW Android 13 Car Stereo for Toyota Corolla 2006-2012 Compatible with Apple ...,"ETB 16703
",https://www.ubuy.et/en/product/79ZY27MRK-nhopeew-android-11-car-stereo-for-toyota-corolla-2006-2012-compatible-with-apple-carplay-and-android-auto-9inch-2-5d-touchscreen-radio-with-bluetooth,existing
Desk Clamp Power Strip with USB C 20W PD - Removable Surge Protector with 4 Outlet ...,"ETB 5682
",https://www.ubuy.et/en/product/7AZZO10YO-desk-clamp-power-strip-with-usb-c-ports-pd-20w-desktop-edge-mount-outlets-surge-protector-with-4-usb-ports-and-3-outlets-plug-glconn-power,existing
Shure SE215 Special Edition PRO Wired Earbuds - Professional Sound Isolating ...,"ETB 13630
15094

",https://www.ubuy.et/en/product/7BFQTYI00-se215spe-pl-wired-earbuds-professional-isolating-earphones-sound-and-deep-bass-single-dynamic-microdriver-secure-in-ear-plus-carrying-case-and-fit,existing
"Turbochef TURCY Reader/Writer, Smart Card-USB, Straight Through","ETB 11835
13403

",https://www.ubuy.et/en/product/7BFVU96F4-reader-writer-smart-card-usb-straight-through,existing
"SanDisk 512GB Ultra Eco USB 3.2 Gen 1 Flash Drive - SDCZ96-512G-G46, Blue-Green","ETB 6000
",https://www.ubuy.et/en/product/7BNI8QQKG-sandisk-512gb-ultra-eco-usb-3-2-gen-1-flash-drive-sdcz96-512g-g46,existing
Intel NUC Hidden Internal and External USB 2.0 Port for 7th Gen Dawson Canyon NUC,"ETB 4187
",https://www.ubuy.et/en/product/7BNZDXDVU-gorite-intel-nuc-hidden-internal-and-external-usb-2-0-port-for-7th-gen-dawson-canyon-nuc,existing
LBH122SE Laptop Battery Compatible with LG Ultrabook U460-G U560-G U460-K U560-K ...,"ETB 7626
",https://www.ubuy.et/en/product/1AI46F5P4-ouwee-lbh122se-laptop-battery-compatible-with-lg-ultrabook-u460-g-u560-g-u460-k-u560-k-u460-m-u560-r-ub560-ud560-uv560-15u530-g-15ud530-5ud530-g,existing
TTArtisan 50mm F0.95 APS-C Lens Large Aperture Manual Focus Camera Lens for Canon ...,"ETB 32516
",https://www.ubuy.et/en/product/4X7H4L0US-ttartisan-50mm-f0-95-aps-c-lens-large-aperture-manual-focus-camera-lens-for-canon-m1-m2-m3-m5-m6-m6ii-m10-m100-m50,existing
"Seagate IronWolf Pro, 2 TB, Enterprise NAS Internal HDD CMR 3.5 Inch, SATA 6 Gb/s, ...","ETB 14507
",https://www.ubuy.et/en/product/7BOQTCV28-seagate-ironwolf-pro-2tb-enterprise-internal-hard-drive-nas-hdd-cmr-3-5-inch-sata-6gb-s-7200-rpm-256mb-rescue-services-frustration-free,existing
Out Front Bike Stem Handlebar Combo Mount for Garmin Edge Wahoo Elemnt Bryton Rider ...,"ETB 5430
",https://www.ubuy.et/en/product/7BP2I1QRS-cestbon-out-front-bike-stem-handlebar-combo-mount-for-garmin-edge-wahoo-elemnt-bryton-rider-stages-dash-hammerhead-campatible-with-pro-vibe-stem,new
